;Building Code;Address;Location Name;RangeA;lon;lat;valid_coordinates;in_brooklyn
622;Q024;141-11 HOLLY AVENUE;P.S. 024 Andrew Jackson;1250;-73.870688;40.666602;True;True
627;Q030;126-10 BEDELL STREET;PS 354;750;-73.911877;40.642789;True;True
630;Q033;91-37 222 STREET;P.S. 033 Edward M. Funk;1250;-73.9244302;40.6894457;True;True
634;Q037;179-37 137 AVENUE;Cynthia Jenkins School;750;-73.9168823;40.6822761;True;True
635;Q038;135-21 241 STREET;P.S. 038 Rosedale;250;-73.93297392117643;40.653157300000004;True;True
636;Q040;109-20 UNION HALL STREET;P.S. 040 Samuel Huntington;750;-73.98009160984866;40.67604205;True;True
640;Q045;126-28 150 STREET;P.S. 045 Clarence Witherspoon;500;-73.94815100928409;40.72013815;True;True
641;Q046;64-45 218 STREET;P.S. 046 Alley Pond;750;-73.9910724;40.6868341;True;True
643;Q049;63-60 80th Street;P.S. 049 Dorothy Bonawit Kole;1250;-74.03706426470588;40.62976647058824;True;True
645;Q051;87-45 117 STREET;P.S. 051;500;-73.9282467;40.7063481;True;True
648;Q054;86-02 127 STREET;P.S. 054 Hillside;750;-74.0187509;40.6234375;True;True
651;Q058;72-24 GRAND AVENUE;P.S. 58 - The School of Heroes;1250;-73.964549;40.695539;True;True
653;Q060;91-02 88 AVENUE;P.S. 060 Woodhaven;1500;-73.98793069829736;40.660181050000006;True;True
654;Q061;98-50 50 AVENUE;I.S. 061 Leonardo Da Vinci;2500;-73.97374292817679;40.58791418784531;True;True
655;Q062;97-25 108 STREET;P. S. 62 - Chester Park School;1000;-73.8977851;40.6536338;True;True
656;Q063;90-15 SUTTER AVENUE;P.S. 063 Old South;1500;-73.918834;40.66578128571429;True;True
659;Q067;51-60 MARATHON PARKWAY;J.H.S. 067 Louis Pasteur;1000;-74.02660261297032;40.6335857;True;True
661;Q069;77-02 37 AVENUE;P.S. 069 Jackson Heights;1250;-74.0255506;40.6295562;True;True
662;Q070;30-45 42 STREET;P.S. 070 Queens;1250;-73.9996623;40.6379042;True;True
667;Q075;16-66 HANCOCK STREET;Robert E. Peary School;750;-73.95517184615385;40.68185876923077;True;True
668;Q076;36-36 10 STREET;P.S. 076 William Hallet;750;-73.9996623;40.6379042;True;True
669;Q079;147-27 15 DRIVE;P.S. 079 Francis Lewis;1250;-73.9251113;40.7005166;True;True
670;Q080;171-05 137 AVENUE;P.S. 080 Thurgood Marshall Magnet;750;-73.9168823;40.6822761;True;True
672;Q081;559 CYPRESS AVENUE;P.S. 81Q Jean Paul Richter;1250;-73.9199543;40.7082516;True;True
673;Q082;88-02 144 STREET;P.S. 082 Hammond;750;-73.92017130991405;40.673093800000004;True;True
674;Q084;22-45 41 STREET;P.S. 084 Steinway;500;-73.9996623;40.6379042;True;True
675;Q085;23-70 31 STREET;P.S. 085 Judge Charles Vallone;750;-73.9996623;40.6379042;True;True
677;Q087;67-54 80 STREET;P.S. / I.S. 087 Middle Village;750;-73.97763094013354;40.69501545;True;True
681;Q091;68-10 CENTRAL AVE;P.S. 091 Richard Arkwright;1000;-73.9303525;40.70093275;True;True
685;Q096;130-01 ROCKAWAY BOULEVARD;P.S. 096;500;-73.9110911111111;40.679001444444445;True;True
687;Q098;40-20 235 STREET;P.S. 098 The Douglaston School;250;-73.9996623;40.6379042;True;True
690;Q101;2 RUSSELL PLACE;P.S. 101 School in the Gardens;750;-73.943588;40.720793;True;True
695;Q107;167-02 45 AVENUE;P.S. 107 Thomas A Dooley;1000;-74.010006;40.648939;True;True
698;Q111;37-15 13 STREET;P.S. 111 Jacob Blackwell;500;-73.9996623;40.6379042;True;True
700;Q113;78-23 87TH STREET;P.S./I.S. 113 Anthony J. Pranzo;1000;-74.03742865217392;40.62408104347826;True;True
702;Q115;80-51 261 STREET;P.S. 115 The James J. Ambrose School;750;-73.9530707;40.7168801;True;True
708;Q121;126-10 109 AVENUE;P.S. 121 Queens;1000;-73.95399598250972;40.726907100000005;True;True
709;Q122;21-21 DITMARS BOULEVARD;P.S. 122 Mamie Fay;1500;-73.93365771428572;40.696507918367345;True;True
710;Q123;145-01 119 AVENUE;P.S. 123;750;-73.938726772232;40.625979799999996;True;True
711;Q124;129-15 150 AVENUE;P.S. 124 Osmond A Church;1500;-73.90504290036313;40.6686411;True;True
712;Q125;46-02 47 AVENUE;I.S. 125 Thom J. McCann Woodside;1750;-73.97149594081063;40.6731384;True;True
714;Q127;98-01 25 AVENUE;P.S. 127 Aerospace Science Magne;1500;-73.9867923;40.5976945;True;True
715;Q129;128-02 7 AVENUE;P.S. 129 Patricia Larkin;1250;-73.972367;40.67705;True;True
716;Q130;200-01 42 AVENUE;P.S. 130;500;-73.97587867040295;40.69849525;True;True
718;Q132;132-15 218 STREET;P.S. 132 Ralph Bunche;500;-73.94566597324749;40.714745050000005;True;True
719;Q133;248-05 86 AVENUE;P.S. 133 Queens;500;-74.0282979;40.622811;True;True
720;Q134;203-02 109 AVENUE;P.S. 134 Hollis;500;-73.92592520774168;40.621857250000005;True;True
728;Q142;142-10 LINDEN BOULEVARD;Queens Transition Center;500;-73.95353716666666;40.65236108333333;True;True
729;Q143;34-74 113 STREET;P.S. 143 Louis Armstrong;2000;-73.97144651452781;40.68856045;True;True
732;Q146;98-01 159 AVENUE;P.S. 146 Howard Beach;750;-73.86967060950235;40.6760067;True;True
733;Q147;218-01 116 AVENUE;PS/MS 147 Ronald McNair;750;-73.91658550299985;40.698054850000005;True;True
734;Q148;89-02 32 AVENUE;P.S. 148 Queens;1250;-74.0063459100341;40.680312799999996;True;True
736;Q150;40-01 43 AVENUE;P.S. 150 Queens;1250;-73.985777;40.586668;True;True
738;Q152;33-52 62 STREET;P.S. 152 Gwendoline N. Alleyne School;1500;-73.996895;40.626472;True;True
739;Q153;60-02 60 LANE;P.S. 153 Maspeth Elem;1500;-73.99218141009263;40.70291915;True;True
741;Q155;130-02 115 AVENUE;P.S. 155;750;-73.8982132821514;40.63485025;True;True
742;Q156;229-02 137 AVENUE;Queens United Middle School;750;-73.9168823;40.6822761;True;True
750;Q164;138-01 77 AVENUE;P.S. 164 Queens Valley;750;-74.0255506;40.6295562;True;True
751;Q165;70-35 150 STREET;P.S. 165 Edith K. Bergtraum;1000;-73.90504290036313;40.6686411;True;True
752;Q166;33-09 35 AVENUE;P.S. 166 Henry Gradstein;1500;-73.9776703;40.6870231;True;True
753;Q168;158-40 76 ROAD;Queens School of Inquiry, The;1500;-73.88522812144743;40.67261275;True;True
759;Q175;64-35 102 STREET;P.S. 175 The Lynn Gross Discovery School;1000;-73.9910724;40.6868341;True;True
760;Q176;120-45 235 STREET;P.S. 176 Cambria Heights;750;-73.94069257125902;40.65519715;True;True
767;Q184;163-15 21 ROAD;P.S. 184 Flushing Manor;750;-74.00747519936962;40.606752;True;True
768;Q185;147-26 25 DRIVE;J.H.S. 185 Edward Bleeker;1750;-73.9387679;40.7048015;True;True
769;Q186;252-12 72 AVENUE;P.S. Q224;1000;-73.88603033362068;40.665163699999994;True;True
772;Q190;68-17 AUSTIN STREET;J.H.S. 190 Russell Sage;1250;-73.96423657940696;40.71873135;True;True
774;Q192;109-89 204 STREET;Pathways College Preparatory School: A College Boa;1250;-74.00613335;40.61354285;True;True
775;Q193;152-20 11 AVENUE;P.S. 193 Alfred J. Kennedy;750;-73.97354095027625;40.58793566850829;True;True
776;Q194;154-60 17 AVENUE;J.H.S. 194 William Carr;1250;-73.97353346961326;40.5879364640884;True;True
777;Q195;253-50 149 AVENUE;P.S. 195 William Haberle;750;-73.96196068275995;40.580236299999996;True;True
784;Q202;138-30 LAFAYETTE STREET;Robert H. Goddard High School of Communication Art;1750;-73.971871;40.687428;True;True
787;Q205;75-25 BELL BOULEVARD;P.S. 205 Alexander Graham Bell;500;-73.9149553;40.6104833;True;True
789;Q207;159-15 88 STREET;P.S. 207 Rockwood Park;1000;-73.9283142;40.6152808;True;True
790;Q208;74-30 COMMONWEALTH BLVD;P.S. / I.S. 208;750;-73.9877442;40.6672125;True;True
791;Q209;16-10 UTOPIA PARKWAY;P.S. 209 Clearview Gardens;750;-73.937328;40.6984911;True;True
798;Q217;85-05 144 STREET;J.H.S. 217 Robert A. Van Wyck;1750;-73.92017130991405;40.673093800000004;True;True
801;Q221;57-40 MARATHON PARKWAY;P.S. 221 The North Hills School;750;-74.02660261297032;40.6335857;True;True
802;Q222;86-15 37 AVENUE;P.S. Q222 - Fire Fighter Christopher A. Santora Sc;500;-74.0282979;40.622811;True;True
805;Q226;121-10 ROCKAWAY BOULEVARD;J.H.S. 226 Virgil I. Grissom;1500;-73.91086463636363;40.67896136363636;True;True
807;Q228;32-63 93 STREET;P.S. 228 Early Childhood Magnet School of the Arts;500;-73.99143965479237;40.680283700000004;True;True
811;Q232;153-23 83 STREET;P.S. 232 Lindenwood;1250;-73.96197942361478;40.5984459;True;True
815;Q238;88-15 182 STREET;I.S. 238 - Susan B. Anthony Academy;1750;-73.98793069829736;40.660181050000006;True;True
816;Q239;17-15 WEIRFIELD STREET;P.S. 239;750;-73.91567718658483;40.68658651988887;True;True
817;Q242;29-66 137 STREET;P.S. 242 Leonard P. Stavisky Early Childhood Schoo;500;-73.99741384097194;40.686860249999995;True;True
818;Q244;137-20 FRANKLIN AVENUE;The Active Learning Elementary School;500;-73.9579749375;40.694806406249995;True;True
820;Q247;69-10 65th Drive;P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen;1000;-73.983668;40.615185;True;True
822;Q253;1307 CENTRAL AVENUE;P.S. 253;750;-73.9266436;40.6979465;True;True
823;Q254;84-40 101 STREET;P.S. 254 - The Rosa Parks School;750;-73.9634703260196;40.714940150000004;True;True
824;Q260;40-20 100TH STREET;Pioneer Academy;1000;-74.0343;40.6131544;True;True
826;Q263;222-14 JAMAICA AVENUE;P.S./I.S. 295;750;-73.8921570909091;40.680554;True;True
827;Q266;74-10 COMMONWEALTH BOULEVARD;P.S. / I.S. 266;750;-73.9877442;40.6672125;True;True
828;Q268;92-07 175 STREET;PS/IS 268;750;-73.91208655530184;40.66552085;True;True
829;Q269;86-37 53RD AVENUE;Elm Tree Elementary School;250;-74.01970328571429;40.64792885714286;True;True
832;Q276;108-29 155 STREET;P.S. 048 William Wordsworth;750;-73.8977851;40.6536338;True;True
834;Q280;34-20 94TH STREET;P.S. 280;750;-74.03832633333333;40.61806733333333;True;True
835;Q287;110-08 NORTHERN BOULEVARD;P.S. 330;750;-73.9485715;40.7139985;True;True
836;Q290;55-20 METROPOLITAN AVENUE;A.C.E. Academy for Scholars at the Geraldine Ferra;750;-73.96444241666667;40.717461416666666;True;True
838;Q313;45-45 42ND STREET;The Children's Lab School;250;-74.01481087755103;40.65522942857143;True;True
839;Q316;90-07 101ST AVENUE;Queens Explorers Elementary School;500;-73.86359245918368;40.67937448979592;True;True
840;Q329;26-25 97TH STREET;East Elmhurst Community School;250;-74.03102;40.6143531;True;True
842;Q404;1-50 51ST AVENUE;The Riverview School;1250;-73.930343;40.6621;True;True
847;Q425;63-25 MAIN STREET;John Bowne High School;4000;-73.990642004862;40.702963917346025;True;True
848;Q430;58-20 UTOPIA PARKWAY;Francis Lewis High School;4000;-73.937328;40.6984911;True;True
849;Q435;230-17 HILLSIDE AVENUE;Martin Van Buren High School;2500;-73.9838167;40.6529924;True;True
850;Q440;67-01 110 STREET;Forest Hills High School;4000;-73.99;40.6908333;True;True
854;Q452;14-30 BROADWAY;Long Island City High School;3000;-73.96814499999999;40.710694857142855;True;True
857;Q460;35-01 UNION STREET;Veritas Academy;4000;-74.00446086666666;40.684885099999995;True;True
858;Q465;8-21 BAY 25 STREET;Queens High School for Information, Research, and;1750;-73.998091;40.660397;True;True
860;Q475;89-30 114 STREET;Richmond Hill High School;2500;-73.9799602;40.6427092;True;True
862;Q480;101-01 ROCKAWAY BOULEVARD;John Adams Yabc;4000;-73.910951;40.679405;True;True
863;Q485;21-27 HIMROD STREET;Grover Cleveland High School;2000;-73.92543966666666;40.694542;True;True
866;Q505;160-05 HIGHLAND AVENUE;Hillcrest High School;4000;-74.0085231;40.5797844;True;True
868;Q520;45-35 VAN DAM STREET;Middle College High School at LaGuardia Community;1250;-73.937137;40.72644;True;True
869;Q566;74-20 COMMONWEALTH BLVD;Queens High School of Teaching, Liberal Arts and t;1250;-73.9877442;40.6672125;True;True
870;Q570;35-12 35TH AVENUE;Frank Sinatra School of the Arts High School;1000;-74.00753816901408;40.65722242253521;True;True
871;Q585;54-40 74TH STREET;Maspeth High School;1250;-74.03414816666667;40.633643666666664;True;True
872;Q595;162-02 HILLSIDE AVENUE;Queens Satellite High School for Opportunity;500;-73.9838167;40.6529924;True;True
873;Q600;37-02 47 AVENUE;Queens Vocational and Technical High School;1750;-73.97149594081063;40.6731384;True;True
874;Q610;45-30 36 STREET;Aviation Career & Technical Education High School;2500;-74.003549;40.655144;True;True
875;Q620;165-65 84 AVENUE;Thomas A. Edison Career and Technical Education Hi;2500;-73.91097613948526;40.657184900000004;True;True
876;Q633;171-10 LINDEN BOULEVARD;Eagle Academy for Young Men III;500;-73.95227074418605;40.652593558139536;True;True
879;Q680;150-91 87 ROAD;Young Women's Leadership School, Queens;750;-73.9973329;40.6912288;True;True
880;Q686;91-30 METROPOLITAN AVENUE;QUEENS METROPOLITAN HIGH SCHOOL;2500;-73.96363616666667;40.717006166666664;True;True
886;Q725;21-16 44TH ROAD;Information Technology High School;1000;-73.988905;40.590551;True;True
889;Q739;23-15 NEWTOWN AVENUE;Young Women's Leadership School, Astoria;750;-73.94683355068125;40.7339676;True;True
890;Q744;45-10 94TH STREET;VOYAGES Preparatory;1500;-74.03818573469387;40.61829863265306;True;True
891;Q774;94-50 159 STREET;Queens High School for the Sciences at York Colleg;500;-73.9283142;40.6152808;True;True
892;Q792;141-25 77TH ROAD;North Queens Community High School;250;-74.03258724489797;40.63110920408163;True;True
896;Q841;48-29 37TH STREET;PS 110;250;-73.9982244;40.6496763;True;True
900;Q877;76-05 51 AVENUE;The 51 Avenue Academy (The Path To Academic Excell;750;-73.97108948824466;40.70463145;True;True
902;Q891;47-07 30TH PLACE;Robert F. Wagner, Jr. Secondary School for Arts an;750;-74.00420671428571;40.65975263265306;True;True
904;QAPM;74-03 COMMONWEALTH BOULEVARD;P.S. Q023 @ Queens Children Center;500;-73.9877442;40.6672125;True;True
906;R001;58 SUMMIT STREET;P.S. 001 Tottenville;750;-74.00507275;40.68258575;True;True
914;R011;50 JEFFERSON STREET;P.S. 11 Thomas Dongan School;500;-73.93335375000001;40.698507;True;True
915;R013;191 VERMONT AVENUE;P.S. 013 M. L. Lindemeyer;1000;-73.894583;40.67506725;True;True
916;R014;100 TOMPKINS AVENUE;PS 78;1000;-73.94645;40.69557;True;True
918;R018;221 BROADWAY;P.S. 018 John G. Whittier;750;-73.958839625;40.7088485;True;True
919;R019;780 POST AVENUE;P.S. 019 The Curtis School;750;-73.9618368590604;40.58922305369127;True;True
920;R020;161 PARK AVENUE;P.S. 020 Port Richmond;500;-73.9730499171084;40.69634925;True;True
924;R024;225 CLEVELAND AVENUE;I.S. 024 Myra S. Barnes;1500;-73.88539533333334;40.67946422222222;True;True
925;R026;4108 VICTORY BOULEVARD;P.S. 026 The Carteret School;250;-73.94018375583727;40.6816932;True;True
926;R027;11 CLOVE LAKE PLACE;I.S. 027 Anning S. Prall;1250;-73.95041987755103;40.66515724489796;True;True
927;R029;1581 VICTORY BOULEVARD;P.S. 029 Bardwell;1000;-73.94018375583727;40.6816932;True;True
931;R034;528 ACADEMY AVENUE;I.S. 034 Tottenville;1250;-74.0364565;40.61351;True;True
934;R038;421 LINCOLN AVENUE;P.S. 038 George Cromwell;500;-73.86818635294118;40.679717705882354;True;True
940;R044;80 MAPLE PARKWAY;P.S. 044 Thomas C. Brown;1000;-73.95808600110318;40.66018715;True;True
941;R045;58 LAWRENCE AVENUE;P.S. 045 John Tyler;1000;-73.97630959374999;40.62925103125;True;True
942;R046;41 REID AVENUE;P.S. 046 Albert V. Maniscalco;500;-73.9311262;40.6927781;True;True
944;R049;101 WARREN STREET;The Eagle Academy for Young Men of Staten Island;1000;-73.998878;40.688524;True;True
953;R058;77 MARSH AVENUE;Space Shuttle Columbia School;1000;-73.93073094125882;40.603980500000006;True;True
954;R059;300 Richmond Terrace;The Harbor View School;250;-73.876616;40.682391;True;True
959;R072;33 FERNDALE AVENUE;I.S. 072 Rocco Laurie;1500;-73.9776703;40.6870231;True;True
963;R445;85 ST JOSEPHS AVENUE;Port Richmond High School;2000;-73.8902778;40.6802778;True;True
964;R450;105 HAMILTON AVENUE;Curtis High School;2500;-74.00510007142857;40.682204142857145;True;True
966;R460;1200 MANOR ROAD;Susan E. Wagner High School;4000;-74.0272308;40.6097445;True;True
968;R600;290 ST MARKS PLACE;Ralph R. McKee Career and Technical Education High;750;-73.979975;40.6818357;True;True
969;R722;155 TOMPKINS AVENUE;THE RICHARD H. HUNGERFORD SCHOOL;500;-73.94582250198367;40.69402335;True;True
973;R840;15 FAIRFIELD STREET;P.S. R037;500;-73.9835798505814;40.6805959;True;True
975;R880;715 OCEAN TERRACE;The Michael J. Petrides School;1500;-73.97119968325319;40.631406850000005;True;True
977;X002;1363 FULTON AVENUE;Eximius College Preparatory Academy: A College Boa;1000;-73.94675889013011;40.6804202;True;True
979;X004;1701 FULTON AVENUE;P.S./M.S. 004 Crotona Park West;1000;-73.931159;40.679443;True;True
988;X015;2195 ANDREWS AVENUE;P.S. X015 Institute for Environmental Learning;1250;-73.8772222;40.6852778;True;True
989;X016;4550 CARPENTER AVENUE;P.S. 016 Wakefield;750;-73.9680505;40.7125318;True;True
990;X018;502 MORRIS AVENUE;P.S. 018 John Peter Zenger;750;-73.9755691;40.6992262;True;True
992;X020;3050 WEBSTER AVENUE;PS/MS 20 P.O.George J. Werdann, III;1250;-73.976999;40.629871;True;True
995;X023;2151 WASHINGTON AVENUE;P.S. 023 The New Children's School;750;-73.9642984;40.680548;True;True
997;X025;811 EAST 149 STREET;P.S. 025 Bilingual School;750;-74.0127778;40.6197222;True;True
998;X026;1930 ANDREWS AVENUE;P.S. 396;1000;-73.8772222;40.6852778;True;True
1000;X028;1861 ANTHONY AVENUE;P.S. 028 Mount Hope;1000;-73.95351309820484;40.7295771;True;True
1004;X033;2424 JEROME AVENUE;P.S. 033 Timothy Dwight;1250;-73.94694428730513;40.58855639198218;True;True
1012;X042;1537 WASHINGTON AVENUE;P.S. 042 Claremont;500;-73.9642984;40.680548;True;True
1014;X044;1825 PROSPECT AVENUE;P.S. 044 David C. Farragut;750;-73.992872;40.665414;True;True
1023;X054;2703 WEBSTER AVENUE;P.S. / I.S. 54;750;-73.976999;40.629871;True;True
1024;X055;450 SAINT PAUL'S PLACE;P.S. 055 Benjamin Franklin;750;-73.99385418470149;40.6875564;True;True
1028;X059;2185 BATHGATE AVENUE;P.S. 059 The Community School of Technology;750;-73.9975252;40.59879064;True;True
1031;X062;660 FOX STREET;P.S. 062 Inocensio Casanova;1000;-73.9506011;40.6803199;True;True
1032;X063;1260 FRANKLIN AVENUE;P.S. 063 Author's Academy;750;-73.9579734;40.6706813;True;True
1040;X071;3040 ROBERTS AVENUE;P.S. 071 Rose E. Scala;1750;-73.984654;40.6905339;True;True
1041;X072;2951 DEWEY AVENUE;P.S. 072 Dr. William Dorney;1000;-73.98116657499443;40.587629;True;True
1046;X077;1250 WARD AVENUE;P.S. 196;2000;-73.9901038;40.6948675;True;True
1050;X080;3202 STEUBEN AVENUE;P.S./M.S. 280 Mosholu Parkway;1750;-73.963155;40.6938499;True;True
1051;X081;5550 RIVERDALE AVENUE;P.S. 081 Robert J. Christen;750;-73.916038;40.6598975;True;True
1055;X085;2400 MARION AVENUE;P.S. 085 Great Expectations;1250;-73.919574;40.680788;True;True
1056;X086;2756 RESERVOIR AVENUE;P.S. 086 Kingsbridge Heights;1750;-73.94256042857143;40.59134171428571;True;True
1058;X088;1340 SHERIDAN AVENUE;P.S. X088 - S. Silverstein Little Sparrow School;250;-73.866701;40.67747;True;True
1060;X090;1116 SHERIDAN AVENUE;The Family School;1250;-73.866701;40.67747;True;True
1063;X093;1535 STORY AVENUE;P.S. 093 Albert G. Oliver;500;-73.9068121;40.6969448;True;True
1064;X094;3530 KINGS COLLEGE PLACE;P.S. 094 Kings College School;1250;-73.9223828;40.6536987;True;True
1071;X101;2750 LAFAYETTE AVENUE;P.S. X010;1750;-73.9744304;40.6863074;True;True
1073;X103;4125 CARPENTER AVENUE;P.S. 103 Hector Fontanez;1250;-73.9680505;40.7125318;True;True
1074;X104;1449 SHAKESPEARE AVENUE;P.S. 199X - The Shakespeare School;1000;-73.9623212;40.6685331;True;True
1083;X113;3710 BARNES AVENUE;The Young Scholars Academy of The Bronx;1250;-73.9796234;40.6688903;True;True
1086;X116;977 FOX STREET;South Bronx Classical Charter School;1250;-73.9506011;40.6803199;True;True
1087;X117;1865 MORRIS AVENUE;Young Women's Leadership School of the Bronx;1000;-73.9755691;40.6992262;True;True
1091;X121;2750 THROOP AVENUE;P.S. 121 Throop;1250;-73.9490989;40.7047081;True;True
1098;X130;750 PROSPECT AVENUE;P.S. 130 Abram Stevens Hewitt;500;-73.992872;40.665414;True;True
1100;X132;1245 WASHINGTON AVENUE;P.S. 132 Garret A. Morgan;500;-73.9642984;40.680548;True;True
1101;X134;1330 BRISTOW STREET;P.S. 134 George F. Bristow;750;-73.98292432681441;40.668649;True;True
1104;X137;2225 WEBSTER AVENUE;Theatre Arts Production Company School;1250;-73.976999;40.629871;True;True
1105;X138;2060 LAFAYETTE AVENUE;P.S. 138 Samuel Randall;1000;-73.9744304;40.6863074;True;True
1106;X139;345 BROOK AVENUE;P.S. / I.S. 224;1250;-73.97230675;40.588235;True;True
1107;X140;916 EAGLE AVENUE;P.S. X140 The Eagle School;750;-73.9518616;40.7354658;True;True
1108;X141;660 WEST 237 STREET;Riverdale / Kingsbridge Academy (Middle School / H;1500;-73.9319444;40.7052778;True;True
1111;X144;2545 GUNTHER AVENUE;Pelham Gardens Middle School;1250;-73.9117589;40.6774659;True;True
1114;X147;1600 WEBSTER AVENUE;I.S. 339;1000;-73.976999;40.629871;True;True
1115;X148;3630 THIRD AVENUE;Kappa;1250;-74.0342795;40.6151352;True;True
1119;X152;1007 EVERGREEN AVENUE;P.S. 152 Evergreen;1000;-73.921994;40.693144;True;True
1121;X154;333 EAST 135 STREET;P.S. 154 Jonathan D. Hyatt;500;-73.88875439236973;40.58180885;True;True
1123;X156;750 CONCOURSE VILLAGE WEST;Performance School;1250;-73.98043122070698;40.57966495;True;True
1125;X158;800 HOME STREET;Dr. Richard Izquierdo Health and Science Charter S;1750;-73.9728196;40.6144421;True;True
1126;X159;2315 WASHINGTON AVENUE;P.S. 159 Luis Munoz Marin Biling;250;-73.9642984;40.680548;True;True
1130;X163;2075 WEBSTER AVENUE;P.S. 163 Arthur A. Schomburg;750;-73.976999;40.629871;True;True
1138;X177;3177 WEBSTER AVENUE;P469X - The Bronx School for Continuous Learners;1250;-73.976999;40.629871;True;True
1143;X183;339 MORRIS AVENUE;The Urban Assembly Bronx Academy of Letters;1500;-73.9755691;40.6992262;True;True
1146;X192;650 HOLLYWOOD AVENUE;Urban Institute of Mathematics;1000;-73.9115969;40.6928249;True;True
1147;X193;1919 PROSPECT AVENUE;P.S. 211;1250;-73.992872;40.665414;True;True
1148;X194;2365 WATERBURY AVE;PS/MS 194;1500;-73.9372091;40.7101524;True;True
1150;X205;2475 SOUTHERN BOULEVARD;P.S. 205 Fiorello Laguardia;1250;-73.9515147;40.7237585;True;True
1155;X234;2050 PROSPECT AVENUE;The School of Science and Applied Learning;750;-73.992872;40.665414;True;True
1157;X240;1501 JEROME AVENUE;Mount Eden Children's Academy;1250;-73.9492596;40.5880236;True;True
1158;X254;2452 WASHINGTON AVENUE;I.S. 254;500;-73.9642984;40.680548;True;True
1165;X340;25 WEST 195 STREET;P.S. 340;750;-73.9514399;40.7117855;True;True
1175;X420;1300 BOYNTON AVENUE;The Metropolitan Soundview High School;2000;-73.9755682;40.5899652;True;True
1178;X430;2780 RESERVOIR AVENUE;Walton Yabc;3000;-73.94241104081632;40.59135787755102;True;True
1182;X450;1980 LAFAYETTE AVENUE;Stevenson Yabc;3000;-73.9744304;40.6863074;True;True
1185;X465;4143 THIRD AVENUE;Eagle Academy for Young Men;750;-74.0342795;40.6151352;True;True
1189;X600;333 EAST 151 STREET;Bronx Haven High School;1500;-73.9726846;40.6778233;True;True
1191;X655;455 SOUTHERN BLVD;Samuel Gompers Career and Technical Education High;1250;-73.9515147;40.7237585;True;True
1196;X790;730 CONCOURSE VILLAGE WEST;Urban Assembly School for Careers in Sports;1750;-73.98043122070698;40.57966495;True;True
1198;X826;1950 SEDGWICK AVENUE;P.S. 226;750;-74.02941;40.639358;True;True
1199;X834;1330 BRISTOW STREET;The Vida Bogart School for All Children;750;-73.98292432681441;40.668649;True;True
1201;X843;2641 GRAND CONCOURSE;P.S. 246 Poe Center;1000;-73.9525653;40.6743416;True;True
1202;X852;3617 BAINBRIDGE AVENUE;Bronx Dance Academy School;500;-73.92563249039206;40.681826799999996;True;True
1203;X859;2246 JEROME AVENUE;P.S. 315 Lab School;500;-73.94704656792874;40.588517937639196;True;True
1204;X876;1710 WEBSTER AVENUE;Bronx Leadership Academy High School;750;-73.976999;40.629871;True;True
1212;X970;1595 BATHGATE AVENUE;Validus Preparatory Academy: An Expeditionary Lear;1500;-74.01092212;40.6068656;True;True
1213;X972;1440 STORY AVENUE;Felisa Rincon de Gautier Institute for Law and Pub;750;-73.9068121;40.6969448;True;True
1214;X973;1716 SOUTHERN BOULEVARD;East Bronx Academy for the Future;750;-73.9515147;40.7237585;True;True
1215;X991;560 BROOK AVENUE;Passages Academy;500;-73.965174;40.588856;True;True
